t (seconds)	θ (degrees)	uncertainty t (type b)	uncertainty θ (type b, based on the precision of tracker app's autotracker measurements which can vary because of motion blur, estimated to be on the magnitude of +-1 degree)
102.7	44.00663	0.01	1
102.7333	44.06018	0.01	1
102.7667	42.8093	0.01	1
102.8	40.16403	0.01	1
102.8333	35.92457	0.01	1
102.8667	30.49514	0.01	1
102.9	24.12718	0.01	1
102.9333	16.90024	0.01	1
102.9667	9.211727	0.01	1
103	1.107723	0.01	1
103.0333	-6.829563	0.01	1
103.0667	-14.52403	0.01	1
103.1	-21.48931	0.01	1
103.1333	-27.85558	0.01	1
103.1667	-33.49247	0.01	1
103.2	-37.56336	0.01	1
103.2333	-40.30235	0.01	1
103.2667	-41.56283	0.01	1
103.3	-41.55556	0.01	1
103.3333	-40.0886	0.01	1
103.3667	-37.18915	0.01	1
103.4	-33.10498	0.01	1
103.4333	-27.71332	0.01	1
103.4667	-21.45666	0.01	1
103.5	-14.09305	0.01	1
103.5333	-6.758808	0.01	1
103.5667	1.733595	0.01	1
103.6	9.95231	0.01	1
103.6333	17.63708	0.01	1
103.6667	24.69663	0.01	1
103.7	30.86448	0.01	1
103.7333	35.98658	0.01	1
103.7667	39.94672	0.01	1
103.8	42.60809	0.01	1
103.8333	42.52156	0.01	1
103.8667	42.51871	0.01	1
103.9	40.79223	0.01	1
103.9333	38.50163	0.01	1
103.9667	34.02975	0.01	1
104	28.85364	0.01	1
104.0333	22.45962	0.01	1
104.0667	15.0402	0.01	1
104.1	7.155658	0.01	1
104.1333	-0.6518435	0.01	1
104.1667	-8.633545	0.01	1
104.2	-16.02489	0.01	1
104.2333	-22.94545	0.01	1
104.2667	-29.34541	0.01	1
104.3	-34.31386	0.01	1
104.3333	-37.88924	0.01	1
104.3667	-39.3236	0.01	1
104.4	-41.15381	0.01	1
104.4333	-41.54272	0.01	1
104.4667	-40.56245	0.01	1
104.5	-38.0865	0.01	1
104.5333	-34.2951	0.01	1
104.5667	-29.34896	0.01	1
104.6	-23.26426	0.01	1
104.6333	-16.46077	0.01	1
104.6667	-8.8261	0.01	1
104.7	-0.8056174	0.01	1
104.7333	7.251598	0.01	1
104.7667	14.76617	0.01	1
104.8	22.22877	0.01	1
104.8333	28.62883	0.01	1
104.8667	34.14218	0.01	1
104.9	38.3352	0.01	1
104.9333	41.66696	0.01	1
104.9667	43.19727	0.01	1
105	43.3591	0.01	1
105.0333	42.34724	0.01	1
105.0667	39.49606	0.01	1
105.1	35.41366	0.01	1
105.1333	30.18698	0.01	1
105.1667	24.0989	0.01	1
105.2	17.36022	0.01	1
105.2333	9.733719	0.01	1
105.2667	1.859788	0.01	1
105.3	-5.95932	0.01	1
105.3333	-13.60012	0.01	1
105.3667	-20.84125	0.01	1
105.4	-27.18268	0.01	1
105.4333	-32.42013	0.01	1
105.4667	-36.61596	0.01	1
105.5	-39.43953	0.01	1
105.5333	-40.88351	0.01	1
105.5667	-41.04636	0.01	1
105.6	-39.64597	0.01	1
105.6333	-37.03326	0.01	1
105.6667	-33.11875	0.01	1
105.7	-28.26604	0.01	1
105.7333	-21.87883	0.01	1
105.7667	-14.61603	0.01	1
105.8	-7.122874	0.01	1
105.8333	0.8986209	0.01	1
105.8667	8.780319	0.01	1
105.9	16.4796	0.01	1
105.9333	23.75487	0.01	1
105.9667	29.90044	0.01	1
106	35.18087	0.01	1
106.0333	37.39252	0.01	1
106.0667	41.06138	0.01	1
106.1	42.93202	0.01	1
106.1333	43.38228	0.01	1
106.1667	42.73876	0.01	1
106.2	40.70057	0.01	1
106.2333	36.78151	0.01	1
106.2667	32.05648	0.01	1
106.3	26.17388	0.01	1
106.3333	19.37833	0.01	1
106.3667	11.79432	0.01	1
106.4	4.190729	0.01	1
106.4333	-3.611542	0.01	1
106.4667	-11.34016	0.01	1
106.5	-18.59037	0.01	1
106.5333	-25.15928	0.01	1
106.5667	-30.94626	0.01	1
106.6	-35.2796	0.01	1
106.6333	-38.39501	0.01	1
106.6667	-40.1262	0.01	1
106.7	-40.58079	0.01	1
106.7333	-39.77666	0.01	1
106.7667	-37.66451	0.01	1
106.8	-34.09335	0.01	1
106.8333	-29.3634	0.01	1
106.8667	-23.31422	0.01	1
106.9	-16.64308	0.01	1
106.9333	-9.543934	0.01	1
106.9667	-1.35777	0.01	1
107	6.820364	0.01	1
107.0333	14.53355	0.01	1
107.0667	21.35776	0.01	1
107.1	27.92398	0.01	1
107.1333	33.46213	0.01	1
107.1667	37.72738	0.01	1
107.2	41.09507	0.01	1
107.2333	41.64648	0.01	1
107.2667	41.67958	0.01	1
107.3	40.53275	0.01	1
107.3333	38.21564	0.01	1
107.3667	33.73734	0.01	1
107.4	29.73929	0.01	1
107.4333	24.07134	0.01	1
107.4667	17.34036	0.01	1
107.5	10.00751	0.01	1
107.5333	2.163772	0.01	1
107.5667	-5.584447	0.01	1
107.6	-13.36467	0.01	1
107.6333	-20.32232	0.01	1
107.6667	-23.46444	0.01	1
107.7	-29.55101	0.01	1
107.7333	-34.27173	0.01	1
107.7667	-37.6946	0.01	1
107.8	-39.98094	0.01	1
107.8333	-40.84298	0.01	1
107.8667	-40.46105	0.01	1
107.9	-38.39854	0.01	1
107.9333	-35.27318	0.01	1
107.9667	-30.96542	0.01	1
108	-25.16452	0.01	1
108.0333	-18.64534	0.01	1
108.0667	-11.51529	0.01	1
108.1	-3.75414	0.01	1
108.1333	4.058665	0.01	1
108.1667	11.51507	0.01	1
108.2	18.96018	0.01	1
108.2333	25.79638	0.01	1
108.2667	31.70239	0.01	1
108.3	36.46103	0.01	1
108.3333	40.13	0.01	1
108.3667	41.0893	0.01	1
108.4	41.5564	0.01	1
108.4333	40.8927	0.01	1
108.4667	38.86019	0.01	1
108.5	35.96986	0.01	1
108.5333	31.15186	0.01	1
108.5667	25.43455	0.01	1
108.6	18.86584	0.01	1
108.6333	11.50711	0.01	1
108.6667	3.94366	0.01	1
108.7	-3.785877	0.01	1
108.7333	-11.43057	0.01	1
108.7667	-18.61954	0.01	1
108.8	-24.85981	0.01	1
108.8333	-30.68826	0.01	1
108.8667	-34.99298	0.01	1
108.9	-38.05999	0.01	1
108.9333	-39.99488	0.01	1
108.9667	-40.40811	0.01	1
109	-39.61424	0.01	1
109.0333	-37.32202	0.01	1
109.0667	-33.7181	0.01	1
109.1	-29.20192	0.01	1
109.1333	-23.05893	0.01	1
109.1667	-16.29469	0.01	1
109.2	-9.140802	0.01	1
109.2333	-1.562919	0.01	1
109.2667	5.825737	0.01	1
109.3	9.846031	0.01	1
109.3333	16.97642	0.01	1
109.3667	23.72725	0.01	1
109.4	30.01256	0.01	1
109.4333	35.00318	0.01	1
109.4667	39.06674	0.01	1
109.5	41.56415	0.01	1
109.5333	42.42948	0.01	1
109.5667	42.08445	0.01	1
109.6	40.04577	0.01	1
109.6333	36.75348	0.01	1
109.6667	32.36198	0.01	1
109.7	26.88	0.01	1
109.7333	20.74336	0.01	1
109.7667	13.53996	0.01	1
109.8	6.107219	0.01	1
109.8333	-1.575167	0.01	1
109.8667	-9.31482	0.01	1
109.9	-16.52735	0.01	1
109.9333	-23.24103	0.01	1
109.9667	-29.34975	0.01	1
110	-33.90382	0.01	1
110.0333	-37.31608	0.01	1
110.0667	-39.41848	0.01	1
110.1	-40.27816	0.01	1
110.1333	-39.88581	0.01	1
110.1667	-38.00416	0.01	1
110.2	-34.88126	0.01	1
110.2333	-30.30482	0.01	1
110.2667	-24.64744	0.01	1
110.3	-18.01138	0.01	1
110.3333	-11.174	0.01	1
110.3667	-3.818393	0.01	1
110.4	3.927759	0.01	1
110.4333	11.29298	0.01	1
110.4667	18.77451	0.01	1
110.5	25.5962	0.01	1
110.5333	31.53866	0.01	1
110.5667	36.05442	0.01	1
110.6	39.62126	0.01	1
110.6333	40.61104	0.01	1
110.6667	41.0672	0.01	1
110.7	40.40692	0.01	1
110.7333	38.11797	0.01	1
110.7667	35.36132	0.01	1
110.8	30.74718	0.01	1
110.8333	25.24653	0.01	1
110.8667	18.55466	0.01	1
110.9	11.5103	0.01	1
110.9333	7.907009	0.01	1
110.9667	0.18889	0.01	1
111	-7.404056	0.01	1
111.0333	-14.84434	0.01	1
111.0667	-21.47074	0.01	1
111.1	-27.41267	0.01	1
111.1333	-32.59452	0.01	1
111.1667	-36.3442	0.01	1
111.2	-38.92222	0.01	1
111.2333	-40.00698	0.01	1
111.2667	-39.82115	0.01	1
111.3	-38.17173	0.01	1
111.3333	-35.11584	0.01	1
111.3667	-30.9743	0.01	1
111.4	-25.58116	0.01	1
111.4333	-19.23506	0.01	1
111.4667	-12.31073	0.01	1
111.5	-4.817693	0.01	1
111.5333	2.842352	0.01	1
111.5667	10.19375	0.01	1
111.6	17.16895	0.01	1
111.6333	23.42118	0.01	1
111.6667	29.73266	0.01	1
111.7	34.70278	0.01	1
111.7333	38.75976	0.01	1
111.7667	41.18066	0.01	1
111.8	41.87959	0.01	1
111.8333	41.55405	0.01	1
111.8667	39.73612	0.01	1
111.9	36.4072	0.01	1
111.9333	31.99194	0.01	1
111.9667	26.4649	0.01	1
112	20.20835	0.01	1
112.0333	13.31228	0.01	1
112.0667	5.844709	0.01	1
112.1	-1.866512	0.01	1
112.1333	-9.424653	0.01	1
112.1667	-16.65323	0.01	1
112.2	-23.19428	0.01	1
112.2333	-29.09217	0.01	1
112.2667	-33.61399	0.01	1
112.3	-36.83961	0.01	1
112.3333	-39.01186	0.01	1
112.3667	-39.72753	0.01	1
112.4	-39.23331	0.01	1
112.4333	-37.15914	0.01	1
112.4667	-33.74507	0.01	1
112.5	-29.23046	0.01	1
112.5333	-23.69203	0.01	1
112.5667	-20.25764	0.01	1
112.6	-13.38351	0.01	1
112.6333	-6.241177	0.01	1
112.6667	0.9770248	0.01	1
112.7	8.739773	0.01	1
112.7333	15.85664	0.01	1
112.7667	22.80242	0.01	1
112.8	28.68564	0.01	1
112.8333	34.04162	0.01	1
112.8667	37.7838	0.01	1
112.9	40.49782	0.01	1
112.9333	40.56041	0.01	1
112.9667	40.57955	0.01	1
113	38.7662	0.01	1
113.0333	35.61984	0.01	1
113.0667	31.37201	0.01	1
113.1	26.13365	0.01	1
113.1333	19.88914	0.01	1
113.1667	13.20425	0.01	1
113.2	5.973521	0.01	1
113.2333	-1.099713	0.01	1
113.2667	-8.412262	0.01	1
113.3	-15.52372	0.01	1
113.3333	-21.88354	0.01	1
113.3667	-27.91233	0.01	1
113.4	-32.57674	0.01	1
113.4333	-36.2368	0.01	1
113.4667	-38.66185	0.01	1
113.5	-39.54248	0.01	1
113.5333	-39.30573	0.01	1
113.5667	-37.60512	0.01	1
113.6	-34.7128	0.01	1
113.6333	-30.31866	0.01	1
113.6667	-25.00296	0.01	1
113.7	-18.7869	0.01	1
113.7333	-12.13658	0.01	1
113.7667	-4.858011	0.01	1
113.8	2.79413	0.01	1
113.8333	10.10539	0.01	1
113.8667	17.01714	0.01	1
113.9	23.31657	0.01	1
113.9333	28.7743	0.01	1
113.9667	33.08651	0.01	1
114	36.6086	0.01	1
114.0333	38.73069	0.01	1
114.0667	39.41597	0.01	1
114.1	38.93338	0.01	1
114.1333	37.28036	0.01	1
114.1667	33.75698	0.01	1
114.2	31.59985	0.01	1
114.2333	26.7121	0.01	1
114.2667	20.73407	0.01	1
114.3	14.60197	0.01	1
114.3333	7.435932	0.01	1
114.3667	0.2806001	0.01	1
114.4	-6.826852	0.01	1
114.4333	-13.95029	0.01	1
114.4667	-20.69897	0.01	1
114.5	-26.48978	0.01	1
114.5333	-31.86113	0.01	1
114.5667	-35.40712	0.01	1
114.6	-37.99536	0.01	1
114.6333	-39.24464	0.01	1
114.6667	-39.24676	0.01	1
114.7	-37.78194	0.01	1
114.7333	-35.16362	0.01	1
114.7667	-31.38627	0.01	1
114.8	-26.23385	0.01	1
114.8333	-19.96484	0.01	1
114.8667	-13.32512	0.01	1
114.9	-5.703351	0.01	1
114.9333	1.5459	0.01	1
114.9667	8.796132	0.01	1
115	15.82809	0.01	1
115.0333	22.78648	0.01	1
115.0667	28.64803	0.01	1
115.1	33.76126	0.01	1
115.1333	36.59927	0.01	1
115.1667	38.74607	0.01	1
115.2	39.88263	0.01	1
115.2333	39.90081	0.01	1
115.2667	38.2632	0.01	1
115.3	35.32973	0.01	1
115.3333	31.57699	0.01	1
115.3667	26.37841	0.01	1
115.4	20.29672	0.01	1
115.4333	13.35026	0.01	1
115.4667	6.006314	0.01	1
115.5	-1.414199	0.01	1
115.5333	-8.659329	0.01	1
115.5667	-15.60845	0.01	1
115.6	-22.20724	0.01	1
115.6333	-27.75163	0.01	1
115.6667	-32.57589	0.01	1
115.7	-36.04919	0.01	1
115.7333	-38.27063	0.01	1
115.7667	-38.98171	0.01	1
115.8	-38.57745	0.01	1
115.8333	-37.75871	0.01	1
115.8667	-35.27534	0.01	1
115.9	-31.70374	0.01	1
115.9333	-26.61746	0.01	1
115.9667	-20.89985	0.01	1
116	-14.2723	0.01	1
116.0333	-7.092106	0.01	1
116.0667	0.4670918	0.01	1
116.1	7.809955	0.01	1
116.1333	15.16088	0.01	1
116.1667	22.8134	0.01	1
116.2	28.71962	0.01	1
116.2333	33.73838	0.01	1
116.2667	37.56061	0.01	1
116.3	39.86848	0.01	1
116.3333	41.07293	0.01	1
116.3667	41.09832	0.01	1
116.4	39.76799	0.01	1
116.4333	37.25963	0.01	1
116.4667	33.47787	0.01	1
116.5	28.54008	0.01	1
116.5333	22.49906	0.01	1
116.5667	15.68703	0.01	1
116.6	8.595765	0.01	1
116.6333	1.260822	0.01	1
116.6667	-6.069813	0.01	1
116.7	-13.00432	0.01	1
116.7333	-19.52964	0.01	1
116.7667	-25.32756	0.01	1
116.8	-32.18364	0.01	1
116.8333	-35.5251	0.01	1
116.8667	-37.76361	0.01	1
116.9	-38.83307	0.01	1
116.9333	-38.6302	0.01	1
116.9667	-36.91136	0.01	1
117	-33.94266	0.01	1
117.0333	-30.22655	0.01	1
117.0667	-25.3531	0.01	1
117.1	-19.45012	0.01	1
117.1333	-12.86385	0.01	1
117.1667	-5.812635	0.01	1
117.2	1.716536	0.01	1
117.2333	9.130313	0.01	1
117.2667	15.82722	0.01	1
117.3	22.46496	0.01	1
117.3333	28.38949	0.01	1
117.3667	33.02401	0.01	1
117.4	36.71427	0.01	1
117.4333	39.11646	0.01	1
117.4667	39.82029	0.01	1
117.5	39.95924	0.01	1
117.5333	38.80889	0.01	1
117.5667	36.10643	0.01	1
117.6	32.09037	0.01	1
117.6333	26.99158	0.01	1
117.6667	21.01419	0.01	1
117.7	14.45821	0.01	1
117.7333	7.818896	0.01	1
117.7667	0.6519956	0.01	1
117.8	-6.626532	0.01	1
117.8333	-13.82601	0.01	1
117.8667	-20.105	0.01	1
117.9	-25.87553	0.01	1
117.9333	-30.91263	0.01	1
117.9667	-34.56239	0.01	1
118	-37.26175	0.01	1
118.0333	-38.36785	0.01	1
118.0667	-38.34307	0.01	1
118.1	-37.06463	0.01	1
118.1333	-34.63267	0.01	1
118.1667	-30.70677	0.01	1
118.2	-25.5943	0.01	1
118.2333	-20.48653	0.01	1
118.2667	-14.26142	0.01	1
118.3	-7.358691	0.01	1
118.3333	-0.04831335	0.01	1
118.3667	7.131924	0.01	1
118.4	14.72196	0.01	1
118.4333	21.26563	0.01	1
118.4667	27.10127	0.01	1
118.5	32.27249	0.01	1
118.5333	36.0016	0.01	1
118.5667	38.70272	0.01	1
118.6	39.88069	0.01	1
118.6333	39.66677	0.01	1
118.6667	37.80285	0.01	1
118.7	34.52922	0.01	1
118.7333	30.06411	0.01	1
118.7667	24.51907	0.01	1
118.8	18.18333	0.01	1
118.8333	11.25303	0.01	1
118.8667	4.041911	0.01	1
118.9	-3.856678	0.01	1
118.9333	-11.37325	0.01	1
118.9667	-18.11001	0.01	1
119	-24.32575	0.01	1
119.0333	-29.41059	0.01	1
119.0667	-33.7679	0.01	1
119.1	-35.62989	0.01	1
119.1333	-38.26125	0.01	1
119.1667	-39.52128	0.01	1
119.2	-39.71197	0.01	1
119.2333	-38.44949	0.01	1
119.2667	-35.83274	0.01	1
119.3	-32.2892	0.01	1
119.3333	-27.18659	0.01	1
119.3667	-21.34884	0.01	1
119.4	-15.04882	0.01	1
119.4333	-7.998554	0.01	1
119.4667	-0.5584483	0.01	1
119.5	6.838312	0.01	1
119.5333	13.88493	0.01	1
119.5667	21.66755	0.01	1
119.6	27.62888	0.01	1
119.6333	32.69435	0.01	1
119.6667	36.56231	0.01	1
119.7	38.72287	0.01	1
119.7333	39.79287	0.01	1
119.7667	39.77047	0.01	1
119.8	38.12215	0.01	1
119.8333	35.11213	0.01	1
119.8667	31.03102	0.01	1
119.9	26.03015	0.01	1
119.9333	20.28077	0.01	1
119.9667	13.84954	0.01	1
120	6.773409	0.01	1
120.0333	-0.3188625	0.01	1
120.0667	-7.277933	0.01	1
120.1	-14.11	0.01	1
120.1333	-20.62296	0.01	1
120.1667	-26.26998	0.01	1
120.2	-30.99148	0.01	1
120.2333	-34.45047	0.01	1
120.2667	-36.72526	0.01	1
120.3	-37.7563	0.01	1
120.3333	-37.37432	0.01	1
120.3667	-35.82371	0.01	1
120.4	-32.99363	0.01	1
120.4333	-29.12523	0.01	1
120.4667	-24.41819	0.01	1
120.5	-18.67296	0.01	1
120.5333	-12.28684	0.01	1
120.5667	-5.530983	0.01	1
120.6	1.864893	0.01	1
120.6333	8.973557	0.01	1
120.6667	15.71474	0.01	1
120.7	21.90884	0.01	1
120.7333	25.35078	0.01	1
120.7667	30.41853	0.01	1
120.8	34.53329	0.01	1
120.8333	37.54063	0.01	1
120.8667	39.17621	0.01	1
120.9	39.24677	0.01	1
120.9333	37.80091	0.01	1
120.9667	35.07345	0.01	1
121	30.92457	0.01	1
121.0333	25.86326	0.01	1
121.0667	19.66356	0.01	1
121.1	12.89012	0.01	1
121.1333	5.465248	0.01	1
121.1667	-1.756794	0.01	1
121.2	-9.20149	0.01	1
121.2333	-16.22555	0.01	1
121.2667	-22.61936	0.01	1
121.3	-28.02088	0.01	1
121.3333	-32.30844	0.01	1
121.3667	-35.63251	0.01	1
121.4	-37.86823	0.01	1
121.4333	-38.93968	0.01	1
121.4667	-38.93728	0.01	1
121.5	-37.20281	0.01	1
121.5333	-34.47084	0.01	1
121.5667	-30.48817	0.01	1
121.6	-25.67843	0.01	1
121.6333	-19.82583	0.01	1
121.6667	-13.40508	0.01	1
121.7	-6.624986	0.01	1
121.7333	1.032322	0.01	1
121.7667	8.091435	0.01	1
121.8	15.12386	0.01	1
121.8333	21.41491	0.01	1
121.8667	27.22137	0.01	1
121.9	32.0274	0.01	1
121.9333	35.73683	0.01	1
121.9667	38.17187	0.01	1
122	38.91396	0.01	1
122.0333	38.87083	0.01	1
122.0667	36.9197	0.01	1
122.1	33.52451	0.01	1
122.1333	29.2332	0.01	1
122.1667	23.79564	0.01	1
122.2	20.5766	0.01	1
122.2333	11.7588	0.01	1
122.2667	4.838317	0.01	1
122.3	-2.306818	0.01	1
122.3333	-8.974049	0.01	1
122.3667	-12.46134	0.01	1
122.4	-18.79395	0.01	1
122.4333	-24.59393	0.01	1
122.4667	-29.90743	0.01	1
122.5	-33.68011	0.01	1
122.5333	-36.20758	0.01	1
122.5667	-37.55632	0.01	1
122.6	-37.59088	0.01	1
122.6333	-36.22036	0.01	1
122.6667	-33.68622	0.01	1
122.7	-29.90987	0.01	1
122.7333	-25.64019	0.01	1
122.7667	-20.23487	0.01	1
122.8	-13.46651	0.01	1
122.8333	-7.016867	0.01	1
122.8667	0.3326951	0.01	1
122.9	7.219105	0.01	1
122.9333	14.17927	0.01	1
122.9667	20.82541	0.01	1
123	26.42447	0.01	1
123.0333	31.34827	0.01	1
123.0667	35.1493	0.01	1
123.1	37.60798	0.01	1
123.1333	38.32284	0.01	1
123.1667	38.28947	0.01	1
123.2	36.59276	0.01	1
123.2333	33.50683	0.01	1
123.2667	29.24423	0.01	1
123.3	24.29275	0.01	1
123.3333	18.01108	0.01	1
123.3667	11.24232	0.01	1
123.4	3.779041	0.01	1
123.4333	-3.786432	0.01	1
123.4667	-10.80135	0.01	1
123.5	-17.69277	0.01	1
123.5333	-23.72476	0.01	1
123.5667	-28.61296	0.01	1
123.6	-32.80411	0.01	1
123.6333	-35.63726	0.01	1
123.6667	-37.86286	0.01	1
123.7	-38.73613	0.01	1
123.7333	-38.07653	0.01	1
123.7667	-36.31542	0.01	1
123.8	-33.2938	0.01	1
123.8333	-29.41369	0.01	1
123.8667	-24.35686	0.01	1
123.9	-18.10099	0.01	1
123.9333	-11.47771	0.01	1
123.9667	-4.187835	0.01	1
124	-0.9665973	0.01	1
124.0333	6.320551	0.01	1
124.0667	13.06434	0.01	1
124.1	19.61096	0.01	1
124.1333	25.57168	0.01	1
124.1667	30.3811	0.01	1
124.2	34.20253	0.01	1
124.2333	37.01311	0.01	1
124.2667	38.13924	0.01	1
124.3	38.16533	0.01	1
124.3333	36.7064	0.01	1
124.3667	33.8822	0.01	1
124.4	30.00477	0.01	1
124.4333	24.79712	0.01	1
124.4667	19.19164	0.01	1
124.5	13.06883	0.01	1
124.5333	6.419515	0.01	1
124.5667	-0.5286777	0.01	1
124.6	-7.409015	0.01	1
124.6333	-14.20459	0.01	1
124.6667	-20.49751	0.01	1
124.7	-25.84581	0.01	1
124.7333	-30.40022	0.01	1
124.7667	-33.87818	0.01	1
124.8	-35.93354	0.01	1
124.8333	-37.0403	0.01	1
124.8667	-36.68258	0.01	1
124.9	-35.12925	0.01	1
124.9333	-32.29164	0.01	1
124.9667	-28.32717	0.01	1
125	-23.75787	0.01	1
125.0333	-17.33893	0.01	1
125.0667	-11.69414	0.01	1
125.1	-5.252891	0.01	1
125.1333	1.937477	0.01	1
125.1667	8.938047	0.01	1
125.2	15.713	0.01	1
125.2333	21.89798	0.01	1
125.2667	27.25813	0.01	1
125.3	32.08682	0.01	1
125.3333	35.57704	0.01	1
125.3667	37.60875	0.01	1
125.4	38.27277	0.01	1
125.4333	37.78735	0.01	1
125.4667	35.78792	0.01	1
125.5	32.36321	0.01	1
125.5333	27.88234	0.01	1
125.5667	22.26895	0.01	1
125.6	16.2344	0.01	1
125.6333	13.16475	0.01	1
125.6667	6.987655	0.01	1
125.7	-0.07310627	0.01	1
125.7333	-6.970063	0.01	1
125.7667	-13.56984	0.01	1
125.8	-19.94552	0.01	1
125.8333	-25.43312	0.01	1
125.8667	-30.08029	0.01	1
125.9	-33.65139	0.01	1
125.9333	-35.99417	0.01	1
125.9667	-36.92129	0.01	1
126	-36.67798	0.01	1
126.0333	-35.13654	0.01	1
126.0667	-32.28515	0.01	1
126.1	-28.61265	0.01	1
126.1333	-23.80581	0.01	1
126.1667	-18.34977	0.01	1
126.2	-12.37429	0.01	1
126.2333	-5.666188	0.01	1
126.2667	1.52274	0.01	1
126.3	8.64462	0.01	1
126.3333	15.46047	0.01	1
126.3667	21.72314	0.01	1
126.4	27.07073	0.01	1
126.4333	31.62334	0.01	1
126.4667	35.11188	0.01	1
126.5	37.3623	0.01	1
126.5333	38.11199	0.01	1
126.5667	37.63921	0.01	1
126.6	35.61685	0.01	1
126.6333	32.41026	0.01	1
126.6667	27.95121	0.01	1
126.7	22.72413	0.01	1
126.7333	16.32801	0.01	1
126.7667	9.444853	0.01	1
126.8	2.322235	0.01	1
126.8333	-4.984584	0.01	1
126.8667	-11.95377	0.01	1
126.9	-18.51665	0.01	1
126.9333	-24.10714	0.01	1
126.9667	-29.21499	0.01	1
127	-33.09571	0.01	1
127.0333	-36.12139	0.01	1
127.0667	-37.68003	0.01	1
127.1	-37.88687	0.01	1
127.1333	-37.00521	0.01	1
127.1667	-34.75439	0.01	1
127.2	-31.60514	0.01	1
127.2333	-27.53682	0.01	1
127.2667	-25.07822	0.01	1
127.3	-19.40142	0.01	1
127.3333	-13.26907	0.01	1
127.3667	-6.438045	0.01	1
127.4	0.6585209	0.01	1
127.4333	7.626122	0.01	1
127.4667	14.31134	0.01	1
127.5	20.92643	0.01	1
127.5333	26.57555	0.01	1
127.5667	31.22979	0.01	1
127.6	34.82568	0.01	1
127.6333	37.08622	0.01	1
127.6667	37.81831	0.01	1
127.7	37.56416	0.01	1
127.7333	35.63128	0.01	1
127.7667	32.41782	0.01	1
127.8	28.29029	0.01	1
127.8333	23.11262	0.01	1
127.8667	17.0598	0.01	1
127.9	10.29192	0.01	1
127.9333	3.176214	0.01	1
127.9667	-4.009646	0.01	1
128	-10.91514	0.01	1
128.0333	-17.38172	0.01	1
128.0667	-23.12147	0.01	1
128.1	-27.80915	0.01	1
128.1333	-31.60606	0.01	1
128.1667	-34.27974	0.01	1
128.2	-36.11221	0.01	1
128.2333	-36.79095	0.01	1
128.2667	-36.12583	0.01	1
128.3	-34.27533	0.01	1
128.3333	-31.31395	0.01	1
128.3667	-27.49532	0.01	1
128.4	-22.46268	0.01	1
128.4333	-16.50892	0.01	1
128.4667	-10.18171	0.01	1
128.5	-3.49849	0.01	1
128.5333	3.642724	0.01	1
128.5667	10.43351	0.01	1
128.6	16.9148	0.01	1
128.6333	23.07332	0.01	1
128.6667	28.26663	0.01	1
128.7	32.44057	0.01	1
128.7333	35.57858	0.01	1
128.7667	37.40344	0.01	1
128.8	37.61553	0.01	1
128.8333	36.63656	0.01	1
128.8667	34.29505	0.01	1
128.9	32.70876	0.01	1
128.9333	28.52895	0.01	1
128.9667	23.39759	0.01	1
129	17.17974	0.01	1
129.0333	10.73211	0.01	1
129.0667	4.655979	0.01	1
129.1	-2.327933	0.01	1
129.1333	-8.779383	0.01	1
129.1667	-15.05914	0.01	1
129.2	-20.75795	0.01	1
129.2333	-26.13013	0.01	1
129.2667	-30.40247	0.01	1
129.3	-33.39841	0.01	1
129.3333	-35.48889	0.01	1
129.3667	-36.19537	0.01	1
129.4	-35.54464	0.01	1
129.4333	-33.67757	0.01	1
129.4667	-30.70002	0.01	1
129.5	-26.55565	0.01	1
129.5333	-21.36894	0.01	1
129.5667	-15.53153	0.01	1
129.6	-9.547472	0.01	1
129.6333	-2.814775	0.01	1
129.6667	3.647438	0.01	1
129.7	10.33846	0.01	1
129.7333	17.00493	0.01	1
129.7667	23.19694	0.01	1
129.8	27.98938	0.01	1
129.8333	32.17449	0.01	1
129.8667	35.4022	0.01	1
129.9	37.20406	0.01	1
129.9333	37.52905	0.01	1
129.9667	36.78363	0.01	1
130	34.50494	0.01	1
130.0333	30.99026	0.01	1
130.0667	26.31782	0.01	1
130.1	20.57266	0.01	1
130.1333	14.44	0.01	1
130.1667	7.738692	0.01	1
130.2	1.016725	0.01	1
130.2333	-5.080111	0.01	1
130.2667	-11.88491	0.01	1
130.3	-17.98404	0.01	1
130.3333	-23.82076	0.01	1
130.3667	-28.39544	0.01	1
130.4	-32.1056	0.01	1
130.4333	-34.74666	0.01	1
130.4667	-36.12072	0.01	1
130.5	-36.32253	0.01	1
130.5333	-35.15696	0.01	1
130.5667	-33.97822	0.01	1
130.6	-31.0129	0.01	1
130.6333	-27.19066	0.01	1
130.6667	-22.0829	0.01	1
130.7	-16.9239	0.01	1
130.7333	-10.27189	0.01	1
130.7667	-3.890444	0.01	1
130.8	3.044979	0.01	1
130.8333	9.907093	0.01	1
130.8667	16.63715	0.01	1
130.9	22.58184	0.01	1
130.9333	27.57431	0.01	1
130.9667	31.80171	0.01	1
131	34.99929	0.01	1
131.0333	36.7938	0.01	1
131.0667	37.27016	0.01	1
131.1	36.35735	0.01	1
131.1333	33.98339	0.01	1
131.1667	30.65714	0.01	1
131.2	26.31882	0.01	1
131.2333	20.62347	0.01	1
131.2667	15.18522	0.01	1
131.3	8.610554	0.01	1
131.3333	2.101071	0.01	1
131.3667	-4.691695	0.01	1
131.4	-11.08618	0.01	1
131.4333	-17.40978	0.01	1
131.4667	-22.7759	0.01	1
